# Title: June - August 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,81.2,114,1.5,79.7
AL-003,Baldwin County,Alabama,83,127,2.5,80.5
AL-005,Barbour County,Alabama,81.7,122,2.1,79.7
AL-007,Bibb County,Alabama,80.1,106,1,79.1
AL-009,Blount County,Alabama,79,108,1.5,77.5
AL-011,Bullock County,Alabama,81,119,1.7,79.3
AL-013,Butler County,Alabama,81.3,124,1.9,79.4
AL-015,Calhoun County,Alabama,79,110,1.4,77.6
AL-017,Chambers County,Alabama,79,114,1.5,77.4
AL-019,Cherokee County,Alabama,78.4,91,0.7,77.7
AL-021,Chilton County,Alabama,79.8,105,1.1,78.7
AL-023,Choctaw County,Alabama,81.8,120,1.8,79.9
AL-025,Clarke County,Alabama,81.4,116,1.5,79.9
AL-027,Clay County,Alabama,78,112,1.5,76.5
AL-029,Cleburne County,Alabama,77.6,107,1.3,76.3
AL-031,Coffee County,Alabama,82,126,2.2,79.8
AL-033,Colbert County,Alabama,79.4,113,1.7,77.7
AL-035,Conecuh County,Alabama,81.4,113,1.3,80.1
AL-037,Coosa County,Alabama,79.3,107,1.2,78.1
AL-039,Covington County,Alabama,81.9,123,1.9,80
AL-041,Crenshaw County,Alabama,81.2,125,2,79.2
AL-043,Cullman County,Alabama,78.9,110,1.6,77.3
AL-045,Dale County,Alabama,82.2,124,2.2,80
AL-047,Dallas County,Alabama,82.2,126,2.3,79.9
AL-049,DeKalb County,Alabama,76.4,75,0.3,76.1
AL-051,Elmore County,Alabama,80.5,104,1.1,79.4
AL-053,Escambia County,Alabama,81.6,117,1.3,80.3
AL-055,Etowah County,Alabama,79.1,109,1.3,77.7
AL-057,Fayette County,Alabama,80.1,99,1.1,79
AL-059,Franklin County,Alabama,78.7,101,1.3,77.4
AL-061,Geneva County,Alabama,82.4,126,2.2,80.2
AL-063,Greene County,Alabama,81.2,101,0.9,80.3
AL-065,Hale County,Alabama,81,106,1.1,79.9
AL-067,Henry County,Alabama,82.2,124,2,80.2
AL-069,Houston County,Alabama,82.4,122,1.8,80.6
AL-071,Jackson County,Alabama,77.4,96,0.9,76.5
AL-073,Jefferson County,Alabama,80.3,117,1.7,78.6
AL-075,Lamar County,Alabama,80.6,101,1.5,79.2
AL-077,Lauderdale County,Alabama,79.2,116,1.9,77.3
AL-079,Lawrence County,Alabama,79,109,1.5,77.5
AL-081,Lee County,Alabama,80.2,121,1.8,78.4
AL-083,Limestone County,Alabama,79.3,113,1.9,77.4
AL-085,Lowndes County,Alabama,81.9,122,1.9,80
AL-087,Macon County,Alabama,80.9,113,1.5,79.5
AL-089,Madison County,Alabama,79.1,113,1.7,77.3
AL-091,Marengo County,Alabama,81.6,116,1.7,79.9
AL-093,Marion County,Alabama,79,95,1,78
AL-095,Marshall County,Alabama,78.7,107,1.4,77.3
AL-097,Mobile County,Alabama,83.4,129,3.1,80.3
AL-099,Monroe County,Alabama,81.6,120,1.7,79.9
AL-101,Montgomery County,Alabama,81,105,1.1,79.9
AL-103,Morgan County,Alabama,79.3,114,1.8,77.5
AL-105,Perry County,Alabama,81.1,117,1.6,79.5
AL-107,Pickens County,Alabama,81.1,103,1.2,79.9
AL-109,Pike County,Alabama,81.4,122,2,79.4
AL-111,Randolph County,Alabama,78.3,114,1.7,76.7
AL-113,Russell County,Alabama,81.5,123,2,79.5
AL-115,St. Clair County,Alabama,79.5,113,1.7,77.8
AL-117,Shelby County,Alabama,79.9,113,1.5,78.4
AL-119,Sumter County,Alabama,81.6,115,1.5,80.2
AL-121,Talladega County,Alabama,79.6,115,1.6,78
AL-123,Tallapoosa County,Alabama,79.2,110,1.3,77.9
AL-125,Tuscaloosa County,Alabama,80.5,96,0.7,79.8
AL-127,Walker County,Alabama,80,105,1.3,78.6
AL-129,Washington County,Alabama,81.8,119,1.6,80.1
AL-131,Wilcox County,Alabama,82.1,125,2.2,79.9
AL-133,Winston County,Alabama,78.5,99,1.2,77.3
AZ-001,Apache County,Arizona,72.2,130,3.7,68.5
AZ-003,Cochise County,Arizona,80.1,128,3.6,76.5
AZ-005,Coconino County,Arizona,75.7,130,5.2,70.6
AZ-007,Gila County,Arizona,79.6,129,3.8,75.8
AZ-009,Graham County,Arizona,81.3,129,4,77.3
AZ-011,Greenlee County,Arizona,76.5,130,4,72.5
AZ-012,La Paz County,Arizona,94.6,130,5.8,88.8
AZ-013,Maricopa County,Arizona,92.5,130,5.6,86.9
AZ-015,Mohave County,Arizona,85.7,130,5.5,80.1
AZ-017,Navajo County,Arizona,74.8,130,4.4,70.5
AZ-019,Pima County,Arizona,87.2,130,4.2,83
AZ-021,Pinal County,Arizona,89.6,130,4.4,85.2
AZ-023,Santa Cruz County,Arizona,78.5,130,3.6,75
AZ-025,Yavapai County,Arizona,80.7,130,5.2,75.5
AZ-027,Yuma County,Arizona,94.1,130,5.9,88.2
AR-001,Arkansas County,Arkansas,80.9,89,0.7,80.2
AR-003,Ashley County,Arkansas,81.8,116,1.7,80.1
AR-005,Baxter County,Arkansas,76.7,80,0.5,76.2
AR-007,Benton County,Arkansas,78.4,115,2.1,76.3
AR-009,Boone County,Arkansas,76.6,88,0.7,75.9
AR-011,Bradley County,Arkansas,81.1,97,1.1,80
AR-013,Calhoun County,Arkansas,80.5,78,0.4,80.1
AR-015,Carroll County,Arkansas,76.9,96,1,75.8
AR-017,Chicot County,Arkansas,82.1,112,1.5,80.6
AR-019,Clark County,Arkansas,80.4,79,0.4,80
AR-021,Clay County,Arkansas,78.8,78,0.4,78.4
AR-023,Cleburne County,Arkansas,78.1,86,0.7,77.4
AR-025,Cleveland County,Arkansas,80.5,82,0.6,79.9
AR-027,Columbia County,Arkansas,80.4,68,0,80.4
AR-029,Conway County,Arkansas,80.1,101,1.2,78.9
AR-031,Craighead County,Arkansas,78.9,65,0.1,78.8
AR-033,Crawford County,Arkansas,80,113,2,78
AR-035,Crittenden County,Arkansas,80.5,86,0.4,80
AR-037,Cross County,Arkansas,79.9,73,0.2,79.7
AR-039,Dallas County,Arkansas,80.1,74,0.2,79.9
AR-041,Desha County,Arkansas,81,90,0.6,80.4
AR-043,Drew County,Arkansas,81.3,103,1.2,80.2
AR-045,Faulkner County,Arkansas,79.9,94,0.9,79.1
AR-047,Franklin County,Arkansas,79.2,99,1.3,77.9
AR-049,Fulton County,Arkansas,76.6,89,0.9,75.7
AR-051,Garland County,Arkansas,79.8,93,1,78.8
AR-053,Grant County,Arkansas,80.3,77,0.3,80
AR-055,Greene County,Arkansas,78.7,70,0.3,78.4
AR-057,Hempstead County,Arkansas,80.3,71,0.1,80.2
AR-059,Hot Spring County,Arkansas,80.3,85,0.7,79.6
AR-061,Howard County,Arkansas,79.9,94,0.9,79
AR-063,Independence County,Arkansas,77.6,62,0,77.6
AR-065,Izard County,Arkansas,76.8,77,0.3,76.5
AR-067,Jackson County,Arkansas,78.7,70,0.1,78.6
AR-069,Jefferson County,Arkansas,80.6,82,0.5,80.1
AR-071,Johnson County,Arkansas,78.1,89,0.9,77.2
AR-073,Lafayette County,Arkansas,81.1,78,0.4,80.7
AR-075,Lawrence County,Arkansas,77.9,54,-0.2,78.1
AR-077,Lee County,Arkansas,80.8,99,0.9,79.9
AR-079,Lincoln County,Arkansas,81,91,0.8,80.2
AR-081,Little River County,Arkansas,81.5,98,1.4,80.1
AR-083,Logan County,Arkansas,79.8,90,1,78.8
AR-085,Lonoke County,Arkansas,80.3,78,0.4,79.9
AR-087,Madison County,Arkansas,76.7,114,1.8,74.9
AR-089,Marion County,Arkansas,76.8,81,0.6,76.2
AR-091,Miller County,Arkansas,81.8,91,0.9,80.9
AR-093,Mississippi County,Arkansas,78.9,50,-0.5,79.4
AR-095,Monroe County,Arkansas,80.6,83,0.6,80.1
AR-097,Montgomery County,Arkansas,79.4,101,1.3,78.1
AR-099,Nevada County,Arkansas,80,54,-0.3,80.3
AR-101,Newton County,Arkansas,75.4,80,0.5,75
AR-103,Ouachita County,Arkansas,80.1,53,-0.3,80.4
AR-105,Perry County,Arkansas,80.2,94,1,79.3
AR-107,Phillips County,Arkansas,81.1,105,1.1,80
AR-109,Pike County,Arkansas,79.8,90,0.8,79
AR-111,Poinsett County,Arkansas,79.2,57,-0,79.3
AR-113,Polk County,Arkansas,78.2,94,1.2,77
AR-115,Pope County,Arkansas,78.5,88,0.8,77.8
AR-117,Prairie County,Arkansas,80.1,71,0.1,80
AR-119,Pulaski County,Arkansas,80.3,84,0.5,79.8
AR-121,Randolph County,Arkansas,77.9,76,0.3,77.6
AR-123,St. Francis County,Arkansas,80.5,92,0.6,79.9
AR-125,Saline County,Arkansas,80,87,0.7,79.3
AR-127,Scott County,Arkansas,79.4,101,1.4,78
AR-129,Searcy County,Arkansas,76,69,0.2,75.8
AR-131,Sebastian County,Arkansas,80.9,112,1.8,79.1
AR-133,Sevier County,Arkansas,80.6,97,1.3,79.3
AR-135,Sharp County,Arkansas,77,77,0.4,76.6
AR-137,Stone County,Arkansas,76.7,78,0.3,76.4
AR-139,Union County,Arkansas,81,90,0.7,80.3
AR-141,Van Buren County,Arkansas,77.5,86,0.7,76.8
AR-143,Washington County,Arkansas,78.3,117,2.4,75.9
AR-145,White County,Arkansas,79.5,87,0.7,78.9
AR-147,Woodruff County,Arkansas,79.6,69,0.1,79.5
AR-149,Yell County,Arkansas,79.9,86,0.8,79.1
CA-001,Alameda County,California,72.7,130,5.1,67.7
CA-003,Alpine County,California,62.9,129,4.6,58.2
CA-005,Amador County,California,77.2,130,5.8,71.4
CA-007,Butte County,California,79,130,5.3,73.7
CA-009,Calaveras County,California,77.5,129,5.4,72.1
CA-011,Colusa County,California,80.1,130,4.8,75.3
CA-013,Contra Costa County,California,74.7,130,5.4,69.3
CA-015,Del Norte County,California,66.5,126,4.1,62.4
CA-017,El Dorado County,California,73,129,5.1,67.9
CA-019,Fresno County,California,75,129,5.4,69.6
CA-021,Glenn County,California,79.4,129,4.6,74.8
CA-023,Humboldt County,California,67.6,128,3.8,63.8
CA-025,Imperial County,California,95.2,130,5.8,89.4
CA-027,Inyo County,California,83.6,129,5.6,78
CA-029,Kern County,California,82.1,130,5.3,76.8
CA-031,Kings County,California,83.5,130,5.3,78.1
CA-033,Lake County,California,75,129,4.5,70.5
CA-035,Lassen County,California,67.7,129,4.8,62.9
CA-037,Los Angeles County,California,76.6,126,4.5,72
CA-039,Madera County,California,75.7,130,5.2,70.5
CA-041,Marin County,California,64.1,130,3.8,60.2
CA-043,Mariposa County,California,74.9,129,5.3,69.6
CA-045,Mendocino County,California,69.6,129,3.7,65.9
CA-047,Merced County,California,79.7,130,4.5,75.2
CA-049,Modoc County,California,67.5,129,5.3,62.2
CA-051,Mono County,California,64.3,129,4.6,59.8
CA-053,Monterey County,California,71.2,130,4.1,67
CA-055,Napa County,California,74.1,130,4,70
CA-057,Nevada County,California,71.1,129,4.9,66.2
CA-059,Orange County,California,73.1,121,3.1,70.1
CA-061,Placer County,California,72.2,129,4.7,67.5
CA-063,Plumas County,California,67.1,129,4.9,62.2
CA-065,Riverside County,California,88.3,130,5.5,82.8
CA-067,Sacramento County,California,79.2,130,5.1,74.1
CA-069,San Benito County,California,75,130,5.1,69.9
CA-071,San Bernardino County,California,88.9,130,5.7,83.2
CA-073,San Diego County,California,77.1,129,4.3,72.8
CA-075,San Francisco County,California,63.7,127,3.2,60.5
CA-077,San Joaquin County,California,78.9,130,5.1,73.8
CA-079,San Luis Obispo County,California,73.7,129,4.6,69.1
CA-081,San Mateo County,California,65.1,128,4,61.1
CA-083,Santa Barbara County,California,69.4,126,3.8,65.6
CA-085,Santa Clara County,California,71.8,130,4.6,67.2
CA-087,Santa Cruz County,California,66.3,128,3.8,62.4
CA-089,Shasta County,California,75.2,129,5.2,69.9
CA-091,Sierra County,California,66,129,4.7,61.3
CA-093,Siskiyou County,California,68.3,129,5.2,63.1
CA-095,Solano County,California,75.8,130,4.6,71.2
CA-097,Sonoma County,California,68.2,130,3.8,64.5
CA-099,Stanislaus County,California,78.9,130,4.8,74.1
CA-101,Sutter County,California,80.8,130,4.7,76.1
CA-103,Tehama County,California,78,129,4.4,73.6
CA-105,Trinity County,California,71.4,129,5,66.4
CA-107,Tulare County,California,73.8,129,5,68.8
CA-109,Tuolumne County,California,69.1,129,4.8,64.3
CA-111,Ventura County,California,70.8,125,4.3,66.6
CA-113,Yolo County,California,78.7,130,4.2,74.6
CA-115,Yuba County,California,79.4,129,5.1,74.2
CO-001,Adams County,Colorado,73.4,128,3.7,69.7
CO-003,Alamosa County,Colorado,64.6,128,3.1,61.5
CO-005,Arapahoe County,Colorado,72.7,128,3.7,68.9
CO-007,Archuleta County,Colorado,63.9,123,2.7,61.2
CO-009,Baca County,Colorado,76,111,1.9,74.1
CO-011,Bent County,Colorado,77.3,122,2.8,74.5
CO-013,Boulder County,Colorado,65,122,2.6,62.4
CO-014,Broomfield County,Colorado,73.1,128,3.6,69.5
CO-015,Chaffee County,Colorado,57.5,118,2.2,55.3
CO-017,Cheyenne County,Colorado,75,119,2.6,72.4
CO-019,Clear Creek County,Colorado,56.9,126,2.9,54
CO-021,Conejos County,Colorado,60.4,125,2.5,57.9
CO-023,Costilla County,Colorado,61.6,124,2.4,59.2
CO-025,Crowley County,Colorado,76.1,126,3.9,72.2
CO-027,Custer County,Colorado,61.3,125,2.9,58.4
CO-029,Delta County,Colorado,68.5,120,3.3,65.1
CO-031,Denver County,Colorado,73.9,129,4,69.9
CO-033,Dolores County,Colorado,63.5,122,3.7,59.9
CO-035,Douglas County,Colorado,68.4,129,3.2,65.2
CO-037,Eagle County,Colorado,59.6,116,2.2,57.4
CO-039,Elbert County,Colorado,71.1,128,4.2,67
CO-041,El Paso County,Colorado,69.6,126,3.3,66.3
CO-043,Fremont County,Colorado,66.1,125,2.8,63.2
CO-045,Garfield County,Colorado,65.3,122,3.5,61.8
CO-047,Gilpin County,Colorado,58.8,124,2.6,56.2
CO-049,Grand County,Colorado,57.5,118,2.4,55.1
CO-051,Gunnison County,Colorado,58.8,119,2.7,56.1
CO-053,Hinsdale County,Colorado,54.9,124,3.5,51.4
CO-055,Huerfano County,Colorado,67.8,126,3.6,64.2
CO-057,Jackson County,Colorado,56.7,112,2.1,54.6
CO-059,Jefferson County,Colorado,67,128,3.1,63.9
CO-061,Kiowa County,Colorado,76,118,2.4,73.6
CO-063,Kit Carson County,Colorado,74.4,119,2.8,71.6
CO-065,Lake County,Colorado,53.5,118,2,51.5
CO-067,La Plata County,Colorado,65.4,125,3.5,61.9
CO-069,Larimer County,Colorado,63.1,124,3.4,59.7
CO-071,Las Animas County,Colorado,72.4,124,2.9,69.5
CO-073,Lincoln County,Colorado,73.5,127,3.7,69.8
CO-075,Logan County,Colorado,73.1,111,2.2,70.9
CO-077,Mesa County,Colorado,70.6,125,4.4,66.2
CO-079,Mineral County,Colorado,55.4,122,2.6,52.8
CO-081,Moffat County,Colorado,67.3,120,3.6,63.7
CO-083,Montezuma County,Colorado,70.8,128,3.9,66.9
CO-085,Montrose County,Colorado,69.7,121,4,65.7
CO-087,Morgan County,Colorado,73.5,125,3.5,69.9
CO-089,Otero County,Colorado,77.1,126,3.5,73.5
CO-091,Ouray County,Colorado,62.9,127,5,57.8
CO-093,Park County,Colorado,57.8,121,2.3,55.5
CO-095,Phillips County,Colorado,73.6,110,2.2,71.4
CO-097,Pitkin County,Colorado,56.8,110,1.8,55
CO-099,Prowers County,Colorado,76.8,111,1.7,75
CO-101,Pueblo County,Colorado,75.2,126,3.9,71.3
CO-103,Rio Blanco County,Colorado,66.9,119,3.6,63.3
CO-105,Rio Grande County,Colorado,60.7,130,3.7,56.9
CO-107,Routt County,Colorado,60.8,115,2.7,58.1
CO-109,Saguache County,Colorado,60,127,2.8,57.2
CO-111,San Juan County,Colorado,53,123,3.8,49.2
CO-113,San Miguel County,Colorado,66,125,4.2,61.8
CO-115,Sedgwick County,Colorado,73,101,1.6,71.4
CO-117,Summit County,Colorado,54.9,120,2.1,52.8
CO-119,Teller County,Colorado,59.7,120,2.5,57.2
CO-121,Washington County,Colorado,72.8,112,2.3,70.5
CO-123,Weld County,Colorado,72.2,124,3.5,68.7
CO-125,Yuma County,Colorado,74.6,118,2.8,71.8
CT-001,Fairfield County,Connecticut,73,127,3.7,69.4
CT-003,Hartford County,Connecticut,72.1,124,3.1,69.1
CT-005,Litchfield County,Connecticut,69.8,126,3.3,66.5
CT-007,Middlesex County,Connecticut,71.8,122,3,68.8
CT-009,New Haven County,Connecticut,72.1,124,3.1,69
CT-011,New London County,Connecticut,71.4,123,3.1,68.2
CT-013,Tolland County,Connecticut,70.6,123,2.9,67.7
CT-015,Windham County,Connecticut,70.5,123,2.8,67.7
DE-001,Kent County,Delaware,76.6,124,3.4,73.2
DE-003,New Castle County,Delaware,75.5,120,2.4,73.1
DE-005,Sussex County,Delaware,76.3,119,2.8,73.5
FL-001,Alachua County,Florida,82.5,126,2.2,80.3
FL-003,Baker County,Florida,82.9,130,3.1,79.8
FL-005,Bay County,Florida,83.4,129,2.9,80.5
FL-007,Bradford County,Florida,82.5,127,2.5,80
FL-009,Brevard County,Florida,82.9,128,2.5,80.4
FL-011,Broward County,Florida,84.1,128,3,81.1
FL-013,Calhoun County,Florida,83.1,129,2.9,80.2
FL-015,Charlotte County,Florida,84,130,2.7,81.2
FL-017,Citrus County,Florida,83.4,130,3.2,80.3
FL-019,Clay County,Florida,83.2,129,3.2,80.1
FL-021,Collier County,Florida,84.7,130,3.1,81.6
FL-023,Columbia County,Florida,83.1,130,3.1,80
FL-027,DeSoto County,Florida,83.2,129,2.5,80.7
FL-029,Dixie County,Florida,83.8,130,3.7,80.1
FL-031,Duval County,Florida,83.8,130,3.7,80.1
FL-033,Escambia County,Florida,82.6,123,1.9,80.7
FL-035,Flagler County,Florida,83.3,129,3.2,80.1
FL-037,Franklin County,Florida,83.4,129,3,80.4
FL-039,Gadsden County,Florida,83,129,3,80
FL-041,Gilchrist County,Florida,83.1,130,3.1,80
FL-043,Glades County,Florida,83.4,128,2.6,80.8
FL-045,Gulf County,Florida,83.2,130,3.3,80
FL-047,Hamilton County,Florida,83.3,130,3.3,80
FL-049,Hardee County,Florida,83.3,129,2.8,80.5
FL-051,Hendry County,Florida,83.8,128,2.8,81
FL-053,Hernando County,Florida,83.7,130,3.6,80.1
FL-055,Highlands County,Florida,83.2,128,2.7,80.6
FL-057,Hillsborough County,Florida,84.3,130,3.7,80.6
FL-059,Holmes County,Florida,82.6,125,2.2,80.4
FL-061,Indian River County,Florida,82.4,124,2.4,80
FL-063,Jackson County,Florida,82.7,124,1.9,80.8
FL-065,Jefferson County,Florida,83.2,130,3.2,80.1
FL-067,Lafayette County,Florida,83.6,130,3.6,79.9
FL-069,Lake County,Florida,83.6,129,3.2,80.5
FL-071,Lee County,Florida,84.4,130,2.9,81.5
FL-073,Leon County,Florida,83.5,130,3.3,80.2
FL-075,Levy County,Florida,83.4,129,3.4,80
FL-077,Liberty County,Florida,83.2,130,3.2,80
FL-079,Madison County,Florida,83.1,130,3.3,79.9
FL-081,Manatee County,Florida,83.5,129,2.9,80.6
FL-083,Marion County,Florida,83.1,129,2.8,80.3
FL-085,Martin County,Florida,83.2,123,2.7,80.5
FL-086,Miami-Dade County,Florida,84.4,130,3.3,81.2
FL-087,Monroe County,Florida,85.1,130,3.3,81.9
FL-089,Nassau County,Florida,83.3,130,3.3,80
FL-091,Okaloosa County,Florida,83,128,2.6,80.4
FL-093,Okeechobee County,Florida,83,125,2.6,80.4
FL-095,Orange County,Florida,83.9,129,2.9,81
FL-097,Osceola County,Florida,83.7,128,2.9,80.8
FL-099,Palm Beach County,Florida,83.4,126,2.7,80.7
FL-101,Pasco County,Florida,83.9,130,3.7,80.2
FL-103,Pinellas County,Florida,85.1,130,3.7,81.4
FL-105,Polk County,Florida,84,129,3.2,80.8
FL-107,Putnam County,Florida,83.2,129,2.9,80.3
FL-109,St. Johns County,Florida,83.7,130,3.8,80
FL-111,St. Lucie County,Florida,82.8,124,2.4,80.4
FL-113,Santa Rosa County,Florida,82.4,121,1.7,80.7
FL-115,Sarasota County,Florida,83.7,128,2.7,81.1
FL-117,Seminole County,Florida,83.8,128,2.8,81
FL-119,Sumter County,Florida,83.3,129,3.1,80.2
FL-121,Suwannee County,Florida,83.5,130,3.5,80
FL-123,Taylor County,Florida,83.9,130,3.7,80.2
FL-125,Union County,Florida,82.7,129,2.7,80
FL-127,Volusia County,Florida,83.5,129,3,80.5
FL-129,Wakulla County,Florida,83.8,130,3.4,80.4
FL-131,Walton County,Florida,83,129,2.8,80.1
FL-133,Washington County,Florida,82.7,127,2.2,80.5
GA-001,Appling County,Georgia,82.3,125,2.1,80.2
GA-003,Atkinson County,Georgia,82.4,127,2.4,80
GA-005,Bacon County,Georgia,82.6,127,2.4,80.1
GA-007,Baker County,Georgia,82.4,124,2,80.4
GA-009,Baldwin County,Georgia,81,110,1.5,79.5
GA-011,Banks County,Georgia,79.1,120,1.8,77.2
GA-013,Barrow County,Georgia,79.5,121,2,77.4
GA-015,Bartow County,Georgia,78.6,104,1.1,77.5
GA-017,Ben Hill County,Georgia,82,127,2.2,79.7
GA-019,Berrien County,Georgia,81.9,127,2,79.8
GA-021,Bibb County,Georgia,80.7,108,1.4,79.3
GA-023,Bleckley County,Georgia,81.1,105,1.1,79.9
GA-025,Brantley County,Georgia,82.3,125,2.7,79.6
GA-027,Brooks County,Georgia,81.7,127,2.1,79.6
GA-029,Bryan County,Georgia,82.3,125,1.9,80.4
GA-031,Bulloch County,Georgia,82,126,2.2,79.8
GA-033,Burke County,Georgia,80.9,118,1.8,79
GA-035,Butts County,Georgia,80.7,123,2.5,78.2
GA-037,Calhoun County,Georgia,82.2,124,2.1,80.1
GA-039,Camden County,Georgia,82.9,127,2.9,80
GA-043,Candler County,Georgia,81.9,123,1.9,80
GA-045,Carroll County,Georgia,78.5,124,2.4,76.2
GA-047,Catoosa County,Georgia,78.9,116,2,76.9
GA-049,Charlton County,Georgia,83,129,3.2,79.8
GA-051,Chatham County,Georgia,82.2,121,1.9,80.3
GA-053,Chattahoochee County,Georgia,81.3,122,1.9,79.4
GA-055,Chattooga County,Georgia,77.4,70,0.1,77.3
GA-057,Cherokee County,Georgia,77.9,108,1.3,76.6
GA-059,Clarke County,Georgia,79.8,117,2,77.8
GA-061,Clay County,Georgia,82.1,123,2.1,80
GA-063,Clayton County,Georgia,80.3,125,2.5,77.8
GA-065,Clinch County,Georgia,82.9,130,3,79.9
GA-067,Cobb County,Georgia,79.2,122,2,77.2
GA-069,Coffee County,Georgia,82.4,128,2.4,80
GA-071,Colquitt County,Georgia,81.4,126,1.9,79.5
GA-073,Columbia County,Georgia,81,119,2.1,78.9
GA-075,Cook County,Georgia,81.5,126,1.9,79.7
GA-077,Coweta County,Georgia,80,125,2.7,77.3
GA-079,Crawford County,Georgia,80.3,112,1.4,78.9
GA-081,Crisp County,Georgia,81.9,126,2.5,79.5
GA-083,Dade County,Georgia,76.6,99,0.9,75.7
GA-085,Dawson County,Georgia,75.8,96,0.9,74.9
GA-087,Decatur County,Georgia,82.7,127,2.3,80.4
GA-089,DeKalb County,Georgia,79.9,125,2.5,77.4
GA-091,Dodge County,Georgia,81.4,112,1.3,80.1
GA-093,Dooly County,Georgia,81.6,122,2.1,79.6
GA-095,Dougherty County,Georgia,82.5,124,2.2,80.3
GA-097,Douglas County,Georgia,79.3,125,2.5,76.8
GA-099,Early County,Georgia,82.2,122,1.9,80.3
GA-101,Echols County,Georgia,83,130,3.1,79.9
GA-103,Effingham County,Georgia,82.1,126,2.3,79.8
GA-105,Elbert County,Georgia,80.7,125,2.7,78
GA-107,Emanuel County,Georgia,81.5,121,1.8,79.7
GA-109,Evans County,Georgia,82.2,123,2,80.3
GA-111,Fannin County,Georgia,73.3,94,0.8,72.5
GA-113,Fayette County,Georgia,80.3,125,2.6,77.7
GA-115,Floyd County,Georgia,78.4,87,0.6,77.8
GA-117,Forsyth County,Georgia,77.6,109,1.4,76.2
GA-119,Franklin County,Georgia,79.3,120,1.9,77.4
GA-121,Fulton County,Georgia,79.6,125,2.4,77.2
GA-123,Gilmer County,Georgia,74.2,86,0.7,73.6
GA-125,Glascock County,Georgia,80.4,115,1.7,78.7
GA-127,Glynn County,Georgia,82.3,126,1.9,80.4
GA-129,Gordon County,Georgia,78.5,100,0.9,77.6
GA-131,Grady County,Georgia,82.3,127,2.4,79.9
GA-133,Greene County,Georgia,80.5,119,2,78.5
GA-135,Gwinnett County,Georgia,79.1,121,2.1,77
GA-137,Habersham County,Georgia,76.7,121,2,74.7
GA-139,Hall County,Georgia,78,118,1.7,76.3
GA-141,Hancock County,Georgia,80.5,110,1.6,79
GA-143,Haralson County,Georgia,77.6,116,1.8,75.8
GA-145,Harris County,Georgia,80,123,1.9,78.1
GA-147,Hart County,Georgia,79.4,121,2.1,77.3
GA-149,Heard County,Georgia,79.5,125,2.3,77.2
GA-151,Henry County,Georgia,80.4,123,2.4,78.1
GA-153,Houston County,Georgia,81,111,1.3,79.7
GA-155,Irwin County,Georgia,81.9,127,2.2,79.7
GA-157,Jackson County,Georgia,79.6,122,2.1,77.5
GA-159,Jasper County,Georgia,80.7,123,2.5,78.2
GA-161,Jeff Davis County,Georgia,82.3,125,2.3,80
GA-163,Jefferson County,Georgia,80.8,117,1.8,78.9
GA-165,Jenkins County,Georgia,81.2,123,2,79.3
GA-167,Johnson County,Georgia,81.2,120,1.6,79.5
GA-169,Jones County,Georgia,80.6,113,1.7,78.9
GA-171,Lamar County,Georgia,80.1,122,2.2,77.9
GA-173,Lanier County,Georgia,82.2,127,2.4,79.8
GA-175,Laurens County,Georgia,81.3,110,1.3,80
GA-177,Lee County,Georgia,82.3,126,2.3,80
GA-179,Liberty County,Georgia,82.1,119,1.7,80.4
GA-181,Lincoln County,Georgia,80.9,122,2.1,78.9
GA-183,Long County,Georgia,82.1,120,1.7,80.4
GA-185,Lowndes County,Georgia,82,127,2.4,79.6
GA-187,Lumpkin County,Georgia,75,105,1.2,73.8
GA-189,McDuffie County,Georgia,80.4,119,1.9,78.5
GA-191,McIntosh County,Georgia,81.9,114,1.3,80.6
GA-193,Macon County,Georgia,81.2,119,1.8,79.4
GA-195,Madison County,Georgia,79.9,124,2.5,77.4
GA-197,Marion County,Georgia,80.6,121,1.9,78.7
GA-199,Meriwether County,Georgia,79.8,124,2.3,77.5
GA-201,Miller County,Georgia,82.4,124,1.9,80.5
GA-205,Mitchell County,Georgia,82.1,126,2,80.1
GA-207,Monroe County,Georgia,80.3,119,1.9,78.4
GA-209,Montgomery County,Georgia,82,121,1.8,80.2
GA-211,Morgan County,Georgia,80.5,122,2.3,78.2
GA-213,Murray County,Georgia,77.6,104,1.2,76.4
GA-215,Muscogee County,Georgia,81.2,123,1.9,79.3
GA-217,Newton County,Georgia,80.3,121,2.4,77.9
GA-219,Oconee County,Georgia,80,119,2,78
GA-221,Oglethorpe County,Georgia,80.3,123,2.4,78
GA-223,Paulding County,Georgia,78.5,117,1.8,76.7
GA-225,Peach County,Georgia,80.5,111,1.3,79.1
GA-227,Pickens County,Georgia,76,90,0.8,75.3
GA-229,Pierce County,Georgia,82.6,125,2.6,80
GA-231,Pike County,Georgia,80.1,124,2.3,77.9
GA-233,Polk County,Georgia,78.5,108,1.5,77
GA-235,Pulaski County,Georgia,81.4,112,1.4,80
GA-237,Putnam County,Georgia,80.8,115,2.1,78.8
GA-239,Quitman County,Georgia,81.9,125,2.2,79.7
GA-241,Rabun County,Georgia,74.1,123,2.1,72
